,agr,art,cons,corp,edu,fin,good,gov,hlth,leg,man,med,org,rec,serv,tech,tran,Groups,Linkedin/bloomberg,company,url,description,query,title,url,intern_check,tableau,ppc,adobe,ms,javascript,excel,social_tools,html,wordpress,ga,sql,seo,stats,cms,email,css,leadership,passion,teamwork,communication,writing,presentation,detail,creative,pr,sales,content,analytics,social_media,digital,paid
210,,,,,,,,,,,,,,,,,,,Professional Training & Coaching,"Beyer & Company, LLC","https://www.indeed.com/cmp/Beyer-&-Company,-LLC/jobs/Social-Media-Intern-6fba4e7cff35a804?sjdu=QwrRXKrqZ3CNX5W-O9jEveyKMGbi7h6SG6Um4sc6REouy7RfJRs_aUSGuOemk1AjCMCGxq5J97S1xA_9-1iRKQ","Forward-thinking, matchmaking agency looking to hire an intern with strong knowledge and understanding of the digital media landscape, including various social media websites. Company is currently launching a new dating tech platform. The intern hired for this position will need strong critical thinking, excellent communication and writing skills. This internship is perfect for the candidate who is positive, outgoing and has interest in the dating and relationship industry. We would love to provide you with an opportunity to learn, grow and add your a unique voice and talents to our team.Responsibilities:Writing, creation and design of posts for Facebook, Twitter, LinkedIn, Instagram and moreFollowing social media trends and market researchResponse to followers and building our social media communityAssistance with marketing and content strategyManaging and supporting content calendars and schedulesPrepare Google and Facebook Ad campaignsSkills/Requirements:Students applying for this internship should be Marketing/Advertising, Business, English or Communication majors, with 1-2 years of experience on the Web and Social Media.Experience executing content strategy using Intercom, MailChimp, Aweber or similar.Start part-time immediately with full-time hours availability in the summer.Various Company Websites:LEVEL Connections: http://www.levelconnections.com/Beyer & Company: http://www.beyerandcompany.com/April Beyer: http://aprilbeyer.com/Include (Required):Cover Letter & ResumeBenefit:Company Paid ParkingPotential for future employmentWork directly with Founder & PresidentJob Type: InternshipSalary: $0.00 /yearRequired experience:Social Media Marketing: 1 year",marketing+intern,Social Media Intern,"https://www.indeed.com/cmp/Beyer-&-Company,-LLC/jobs/Social-Media-Intern-6fba4e7cff35a804?sjdu=QwrRXKrqZ3CNX5W-O9jEveyKMGbi7h6SG6Um4sc6REouy7RfJRs_aUSGuOemk1AjCMCGxq5J97S1xA_9-1iRKQ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1
363,,,,,,,,,,,,,,,,,,,Retail,Big Lots,https://biglots.taleo.net/careersection/corp_org/jobdetail.ftl?job=16009277,"Welcome. You are not signed in.|My Account Options My Job Cart|Sign In Job SearchMy Jobpage Basic Search| Return to the home page Printable Format   Job Description  Marketing Intern - (16009277) Description  ‰Û¢ Proofing copy, signs, ADs (circular), Emails, spreadsheets and other necessary content ‰Û¢ Assist in creating and proofing of Store Communications ‰Û¢ Assist in pulling competitive data as it might relate to in-store Marketing and Merchandise presentation as well as AD data ‰Û¢ Conduct Competitive analysis in local market to present to cross-functional teams ‰Û¢ Assist Marketing, Store Communications and Merchandise Presentation teams on special projects as needed  Qualifications  ‰Û¢ Currently enrolled in an undergraduate program at an accredited university ‰Û¢ Preferred majors: Marketing, Communications, English or Business ‰Û¢ Rising junior or rising senior standing ‰Û¢ GPA of 3.0 or above ‰Û¢ Previous work or internship experience preferred ‰Û¢ Involvement in student campus leadership preferred ‰Û¢ Comfortable in an exploratory environment with evolving priorities ‰Û¢ Excellent PC skills including Microsoft Office Suite, Adobe Suite preferred ‰Û¢ Ability to work full-time, 40 hours/ week for the duration of the program ‰Û¢ Ability to support students on F1 Visas, with the proper documentation of a CPT or OPT work authorization  Primary Location: US-OH-COLUMBUS Work Locations: GO~910_BL CORPORATE HEADQUARTERS 300 PHILLIPI ROAD    COLUMBUS 43228 Job: Internship Schedule: Temporary Shift: Internship Job Type: Part-time  Day Job Job Posting: Jan 25, 2017, 9:21:28 AM",marketing+intern,Marketing Intern,https://biglots.taleo.net/careersection/corp_org/jobdetail.ftl?job=16009277,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
1773,,,,,,,,,,,,,,,,,,,Consumer Goods,BiGH Corporation,https://www.indeed.com/cmp/BiGH-Corporation/jobs/Graphic-Web-Designer-eac25838657ec6ca?sjdu=QwrRXKrqZ3CNX5W-O9jEvU90iA7fRBqeJlVl7UBc1FzLWYTDMeEwD2dgm_Rl1fUWtYeSQHQwFdn-h5B1k3hlOA,"Natural Product and lifestyle company located in Glendora, CA is looking for a part-time or intern Graphic & Web DesignerThe job involves understanding both graphic design and computer programming. Using software such as Photoshop, illustrator and WordPress and coding such as HTML, CSS, and JavaScript, the designer is responsible for design labels, product packaging, advertising materials and creating content, manipulating images and incorporating video and audio into websites.Responsibilities:Designing product label, packaging, catalogs and sales materialsRetouch products photos for web and social mediaDesigning Web sites and ensuring that they are easy to access and visually effectiveDetermining all necessary coding requirements for the site creation and specialized scriptsDeveloping templates of approved website layoutsCoordinating with vendors, marketing and management team for specialized scripts, integrating verbal and graphical content with site design and posting completed site to internet server and search enginesMaking changes to the site and updating current information on web pagesTesting websites for functionality and as per user requirementsDeveloping animated and multimedia contentDetermining content management needsRequirements:In-depth knowledge of web-design trends and techniques.Strong background in graphic design2-3 years of experience in graphic designing and building websitesAbility to submit an online portfolio including a minimum of 2 websites and 2 graphic design projectsSkilled in Photoshop, Illustrator and InDesign, and basic HTML skillsProficient in HTML, CSS, and JavaScriptPrior Graphic & Web Design experience preferredExperience creating web graphics, banner ads and emailsDesign aesthetic that lends well to nature products brandsHigh-energy, self-motivated, and passionate about front-end developmentExcellent written and verbal communication skillsHighly productive and efficient with excellent time management skillsAbility to manage multiple tasks simultaneously and work independently with a minimum of supervisionComfortable working in a team-oriented environmentCompensation: Depending on skills and experience This is a great opportunity to join a growing brand.Job Type: Part-timeRequired experience:Graphic Design: 2 years",graphic+design+intern,Graphic & Web Designer,https://www.indeed.com/cmp/BiGH-Corporation/jobs/Graphic-Web-Designer-eac25838657ec6ca?sjdu=QwrRXKrqZ3CNX5W-O9jEvU90iA7fRBqeJlVl7UBc1FzLWYTDMeEwD2dgm_Rl1fUWtYeSQHQwFdn-h5B1k3hlOA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0
664,,,,,,,,,,,,,,,,,,,Computer Software,BirdDogHR,https://www.indeed.com/viewjob?jk=e440babc319abe8f&q=digital+marketing+intern&from=web&advn=5534508520170089&sjdu=HU6CxBlezoqHxcjdLKhG3GSGSalbxiYQnUa-CLmh0AuDd1vG-PRmDJ02y5Ob4bUruW6U8DGxoA72kK4pDv6hiDnQ6TTufw71hSWs12i7hwg9b54G9Al6XDOcdWhw_REufXuTtYymN2m-j9ZMSGxPIBgDDnW9VMhE4sL79HPdko4&pub=4a1b367933fd867b19b072952f68dceb,"Interested in working with a growing dynamic organization?BirdDogHR™ ( www.birddoghr.com ) provides a complete talent management solution including recruiting and applicant tracking, onboarding, performance management, learning management, and succession planning. As a leader in delivering easy-to-use software and services, BirdDogHR s proven cloud-based solution enables organizations to manage the entire employee lifecycle and improve candidate quality and flow, shorten time to hire, centralize learning, and increase employee productivity and readiness to take on more responsibility. BirdDogHR specializes in high-consequence and government contracting industries because they have unique needs. Companies from other industries can use the BirdDogHR talent management solution — and they do — but the solution is built with the most rigorous compliance needs in mind.We are currently looking for a qualified undergraduate intern to join our marketing team for a 2017 summer position.This intern should be prepared to work in fast-paced team environment and will finish the internship having gained hands-on experiences in digital and print marketing campaigns. The intern hired for this position will need strong critical thinking skills in order to integrate into our vibrant and passionate marketing team. We offer competitive compensation, attractive working conditions and a professional environment.Position Overview:The Marketing Intern position will provide support of overall marketing objectives and goals. In addition to general administrative support of the marketing department, the position will be responsible for assisting with day-to-day operations of the public relations support and assistance with social media and web campaigns.This is a non-exempt, paid internship position. Hours will range from 15-20 per week; position reports directly to the Vice President of Marketing.Job Responsibilities:Support the development of strategic and tactical marketing plans across public relations, web presence and social media, marketing campaigns, advertisements, etc.Partner with other departments to ensure proper online messaging and relevancyDevelop content for use across all marketing channelsWrite copy for lead generation programsMonitor online competitor presences/perceptionsRun marketing programs generating leads for a direct sales team and a partner sales teamOther duties, as assignedQualifications:Candidates are required to be enrolled in an undergraduate program with intent to pursue a degree in marketing, advertising or journalism. Candidate should be at least a junior in the field of study; minimum GPA of 3.5 requiredCandidate should be a talented writer with both strong written and oral communications skills, with an emphasis on grammar/spelling excellenceCandidate should be detail oriented, technologically savvy, and comfortable with Microsoft Products – Word, Excel, Outlook and PowerPointCandidate must possess the ability to multi-task to capitalize on various marketing opportunities that may ariseCandidate must bring to the position outstanding organizational skills and the ability to handle multiple projects simultaneously while meeting deadlinesCandidate must have ability to communicate results to management and in a fast paced environmentCandidate must be eager to meet and exceed objectivesAbility to work in a team atmosphereVisit www.birddoghr.com/careers.aspx to apply!Proof of employment eligibility is required. Applicants for employment in the U.S. must possess work authorization which does not require sponsorship by the employer for a visa.BirdDogHR is an equal opportunity employer (EOE). Women, minorities, veterans and individuals with disabilities are encouraged to apply.",digital+marketing+intern,Marketing Internship (Summer),https://www.indeed.com/viewjob?jk=e440babc319abe8f&q=digital+marketing+intern&from=web&advn=5534508520170089&sjdu=HU6CxBlezoqHxcjdLKhG3GSGSalbxiYQnUa-CLmh0AuDd1vG-PRmDJ02y5Ob4bUruW6U8DGxoA72kK4pDv6hiDnQ6TTufw71hSWs12i7hwg9b54G9Al6XDOcdWhw_REufXuTtYymN2m-j9ZMSGxPIBgDDnW9VMhE4sL79HPdko4&pub=4a1b367933fd867b19b072952f68dceb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1
106,,,,,,,,,,,,,,,,,,,Information Technology and Services,Blackboard,https://careers.blackboard.com/careers/position/marketing-coordinator-intern-doylestown-pa-18901-usa?source=indeed.com,"ABOUT BLACKBOARD NEWS & EVENTS COMMUNITY SUPPORT Select Language‰Ð_ | Careers Search Careers About Us Communities Sign In Submit your information for this opportunity Apply Now            Marketing Coordinator Intern Marketing Coordinator Intern Doylestown, PA   With nearly 20,000 organizational customers and millions of student users, Blackboard is the world's leading education technology company. Blackboard is shaping the future of education with big ideas that challenge conventional thinking and advance new models of learning. Every day we‰Ûªre inspiring people to find new ways to learn, connect and drive change in the way education is delivered and experienced. Through technology and services we bring people closer to the knowledge they seek and to ways they can change their own education and the world for the better.   Blackboard Transact‰ã¢ is an integrated technology platform that helps improve the student experience and campus safety, while helping streamline business operations and increasing revenue.  The Blackboard Transact platform includes capabilities across three aspects of an institution‰Ûªs business operations:   Transaction Management: facilitates campus ID credential issuance, cashless payment processing, account management and reporting on-campus, off-campus, and online. Security Management: monitors all campus activity using integrated door access control, video surveillance and mass notification capabilities.  Financial Services: offers innovative options for tuition presentment and payment, financial aid disbursement, revenue enhancement or cost savings through innovative technologies that further enhance the student experience.    Position Responsibilities  The Financial Services Group manages hundreds off-campus programs across our On-Prem and SaaS higher education clients.  Working collectively with the schools and their local merchants, we create dynamic marketing and promotional campaigns to drive usage and deposits for the schools‰Ûª stored value/declining balance accounts.   The Marketing Coordinator will play an integral role in the success of the group.  Specifically, s/he will be responsible for: Recruit existing program merchants to participate in Quinnipiac‰Ûªs digital coupon booklet Recruit existing program merchants to participate in other promotional programs, which may include Campus Cash Jacksonville, University of Pittsburgh and other off-campus programs preparing for BTS. Design online digital coupons supporting the Quinnipiac program and own approval process with the merchants of said coupons Provide secondary design support to the CampusImpact designer in the development of promotional signage and collateral in support of these promotions and other back to school initiatives Assist in the development of social media campaigns to support promotional efforts at these and other schools Develop spreadsheet that identifies Facebook/social media contacts at our schools Assist with off-campus signage and brochure inventories to ensure we have accurate supplies for upcoming semester Provide merchant recruitment support by helping PM collect necessary paperwork to move forward with the process Merchant inactivity project-Work with SaaS marketing and customer solutions team to identify non-active merchants and help PM identify solutions Learning & Development Development of marketing & promotions programs to drive results Project management, specifically for the Quinnipiac coupon book and back to school initiatives Practical experience in designing collateral that both meets clients‰Ûª and merchants‰Ûª needs, and communicates affectively to students to drive usage Sharpen decision making skills by providing recommendations to PMs on how to handle and resolve merchant issues Cross-team and cross-program experience, working with both the On-prem PMs, the SaaS CRMS, and the CampusImpact teams Professional Qualifications  Required Skills: Pursuing a Bachelor's or Master‰Ûªs degree in Marketing, Communications, or related     business field, or an equivalent combination of education and/or experience Demonstrated strengths in multi-tasking, organization, responsibility, and follow up Demonstrated project management skills; budgeting experience a plus Proficient in Adobe Suite (for design work) and Microsoft Office Ability to work independently, exercise discretion, prioritize, and multi-task in a highly dynamic environment Preferred Skills: Solid business understanding - or ability and willingness to learn quickly Comfortable on the phone/some negotiating skills a plus This job description is not designed to contain a comprehensive listing of activities, duties, or responsibilities that are required. Nothing in this job description restricts management's right to assign or reassign duties and responsibilities at any time.   Blackboard is an equal employment opportunity/affirmative action employer and considers qualified applicants for employment without regard to race, gender, age, color, religion, national origin, marital status, disability, sexual orientation, or any other protected factor.   Share Opportunity: Share link: http://careers.blackboard.com/careers/position/marketing-coordinator-intern-doylestown-pa-18901-usa About Blackboard Who We Are Leadership Work at Blackboard News and Events Blackboard Labs Blog Blackboard Insights Products Blackboard Analytics Blackboard Collaborate Blackboard Connect Blackboard Learn Blackboard Mobile Learn Blackboard ParentLink Blackboard Schoolwires Blackboard Sociability Blackboard Transact Mosaic by Blackboard MyEdu Moodlerooms Partners Partnership Program Content Distribution Program Featured Partners Partner Resources Resellers Extension Catalog Contact Us Support Get More Information Product Suggestions Subscribe Twitter Facebook YouTube LinkedIn G+ Site Map Security Privacy Policy Terms of Use Accessibility Global English  å© 1997 - 2017 Blackboard. All Rights Reserved. Powered by Ascendify. User Agreement and Privacy Policy. Copyright å© 1997 - 2015. Blackboard Inc. All rights reserved. Blackboard, the Blackboard Logo, BbWorld, Blackboard Learn, Blackboard Transact, Blackboard Connect, Blackboard Mobile, Blackboard Collaborate, Blackboard Analytics, Blackboard Engage, Blackboard Student Services, the Mosaic logo, Behind the Blackboard, and Connect-ED are trademarks or registered trademarks of Blackboard Inc, or its subsidiaries in the United States and/or other countries. Blackboard products and services may be covered by one or more of the following U.S. Patents.",marketing+intern,Marketing Coordinator Intern,https://careers.blackboard.com/careers/position/marketing-coordinator-intern-doylestown-pa-18901-usa?source=indeed.com,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0
7,,,,,,,,,,,,,,,,,,,Construction,Blattner Energy,http://careers.blattnerenergy.com/cw/en-us/job/492531/learning-and-development-intern?source=IND,"ABOUT USWHY BLATTNER?MARKETS WE SERVEPROJECTSJOIN OUR TEAM SUBCONTRACTORS/SUPPLIERS NEWS CONTACT USOverviewAvailable PositionsCareer PathsInternship OpportunitiesCompensation and BenefitsTraining and DevelopmentLife at Blattner EnergyExisiting Applicant LoginAgency LoginJob SearchWork typeFull-time 1LocationsAvon, MN 1CategoriesCorporate Office 1Internship 1JOB OPPORTUNITIESBUILD YOUR CAREER ATBLATTNER ENERGY.Learning and Development InternAPPLY NOWJob no: 492531Work type: Full-timeLocation: Avon, MNCategories: Corporate Office, InternshipLearning and Development Intern  Reports to: Learning and Development Coordinator  Education Requirements: Pursuing a Bachelor's degree in the field of: HR Management; Instructional Design or related area.  Experience: A background in the design, creation, and implementation of training and development, media materials, and process management initiatives is preferred.  Position Summary: Partners with internal department subject matter experts to assess current company training materials; determine needs for updating and/or developing new training materials and execute on the purchase of, or creation of these training materials.   Essential Job FunctionsCollaborates with subject matter experts on training needs (e-learning, video, web based, virtual, etc.) and content.  Investigates training solutions with outside vendors or if an internal program needs to be created, and if so, create and develop the appropriate design and development of training materials.Incorporate all trainings into company's LMS system.Ability to assess and evaluate training needs through a formative evaluation process.Interact with Blattner employees and outside vendors in a professional manner to create and edit professional training materials.Other duties as assigned  Knowledge, Skills and Abilities  Advanced communication and interpersonal skills are essential.This position requires a combination of technical knowledge and skill in written and graphic communication.Strong organizational, project/time management is necessary.Advanced knowledge of MS Office (Word, Excel, Power Point, and Outlook)Proficient with digital video and photo editing software.Knowledge of Adult Learning Principles desired.Utilization of a LMS (Learning Management System) a plus.  Advertised: 09 Feb 2017 Central Standard TimeApplications close: 11 Mar 2017 Central Standard TimeBACK TO SEARCH RESULTS APPLY NOW REFER A FRIENDShare this:|MorePowered by PageUpInside BlattnerAbout UsWhy Blattner?NewsSubcontractors/SuppliersJoin Our TeamEPC ContractorPower DeliverySolarEnergy StorageWindLicense InformationPrivacy PolicySite MapContact UsConnect with UsLinkedInTwitterå©2017 Blattner Holding Company | Blattner Energy, Inc. is an Equal Opportunity EmployerThe Blattner Family of Companies includes Blattner Holding Company and its several subsidiaries. Including, but not limited to, Blattner Energy, Inc. and D.H. Blattner & Sons, Inc. In order to make this website more user friendly, the material in this website does not always identify the entity that has or is currently undertaking the various business activities described by this website. The precise meaning depends on the context. For more information regarding this matter, please contact the company.",graphic+design+intern,Learning and Development Intern,http://careers.blattnerenergy.com/cw/en-us/job/492531/learning-and-development-intern?source=IND,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
564,,,,,,,,,,,,,,,,,,,Events Services,"BLEND-""Sharing Stories, Connecting Lives""",https://www.indeed.com/viewjob?cmp=BLEND--%22Sharing-Stories%2C-Connecting-Lives%22&t=Digital+Media+Internship+Multiple+Position&jk=af192fc6e7b3c6f7&sjdu=QwrRXKrqZ3CNX5W-O9jEvWXCypobYDKFSmxltmp36B2zyLCBMWyXQP-f3p7X2P7toSZjYuxgYHbI48eyDXTNtCdLgwAGax8dyUbEV9-I8-7dmaGFff2KR6r64qykZvDGfvb1UnZgHyhLFcESgQCz2w&pub=4a1b367933fd867b19b072952f68dceb,"ARE YOU a news junkie? Do you like storytelling? Do you like interacting with people? Write about topic that you are passionate about? Are you tired of not feeling represented by corporate media? Are you concerned about the current political atmosphere? Do you have a “personal” story to share with us? Would you like to be part of a startup initiative? A “creative” community & passionate team? Build a professional portfolio to add to your resume that could potentially help you land your “dream job” or get a full-time paid JOB with us in the near future?If your answer is YES to at least FOUR questions aboveThen consider joining BLEND!But FIRST…What is BLEND?BLEND is a news media site & tech company that seeks to create a more inclusive world. BLEND was launched on the core belief that people are all equal. That although race, nationally, politics, class, and religion often separate and divide people, we are all human beings first and foremost. As such, it strives to give a voice to everyone and cover most important topics of our times.Internships DATESSpring: (March-May) Rolling… Accepting APPLICATIONS RIGHT NOW until MARCH 3rd! !!!Internship will start on March 13th if accepted!Summer & Fall Internships: COMING SOON!We currently have FIVE different internship positions available-CONTRIBUTORS & EDITORSGeneral RequirementsMust be enrolled in a university/ collegeMust be at least a sophomore in collegeGood writing skills & passionate about storytellingAble to meet deadlinesExperience writing for a news organization is a plusEager to contribute and collaborate with a team to achieve the best possible resultsIf applying to editor position, must have experience as editor for a news organization/ publication-MARKETINGMust have proven experience/passion in Marketing-WEB DESIGNMust be knowledgeable in Web Design/Development. Computer Science background preferred!-SOCIAL MEDIA EDITORExperience running social media accounts and using analytical tools.We are based in NYC, BUT you do NOT need to be based HERE! In fact, we are LOOKING for a DIVERSE group of people from all over the country & world! You Only MUST be available once or twice a week for virtual general meeting!Expectations:-Editors are expected to pitch stories and edit 2-3 pieces per week-Contributors are expected to pitch stories and write 1 or 2 pieces per week!-Social Media Editor Interns will monitor social media sites of BLEND; find innovative ways of attracting subscribers and connect content with audience. Strong writing and communication skills are necessary!BENEFITS:- Build professional portfolio, make connections, receive college credit if desired, join vibrant community of people trying to make a different all across U.S.!PS: This internship is non-paid. However, this internship is extremely hands on that you will gain invaluable experience. Furthermore, BLEND hopes create dozens of JOBS in the next few years AND INTERNS will be the first ones to be considered for full time paid positions!If interested, please send us you resume via email. Include internship position desired in subject line and a small explanation of why do you want to work with us! Cover letters are also accepted!DO NOT FORGET TO FOLLOW US FOR UPDATES!INSTAGRAM/ TWITTER: @BLENDGLOBALFACEBOOK : /BLENDGLOBALJob Type: Internship",digital+marketing+intern,Digital Media Internship-Multiple Positions (Work From ANY Location),https://www.indeed.com/viewjob?cmp=BLEND--%22Sharing-Stories%2C-Connecting-Lives%22&t=Digital+Media+Internship+Multiple+Position&jk=af192fc6e7b3c6f7&sjdu=QwrRXKrqZ3CNX5W-O9jEvWXCypobYDKFSmxltmp36B2zyLCBMWyXQP-f3p7X2P7toSZjYuxgYHbI48eyDXTNtCdLgwAGax8dyUbEV9-I8-7dmaGFff2KR6r64qykZvDGfvb1UnZgHyhLFcESgQCz2w&pub=4a1b367933fd867b19b072952f68dceb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1
2117,,,,,,,,,,,,,,,,,,,Marketing and Advertising,Blue Anvil Marketing,https://www.indeed.com/cmp/Blue-Anvil-Marketing/jobs/Marketing-Intern-133262e4fd1bff60,"Start: ASAPCompensation: This is an unpaid position.Responsibilities: - Assist our Project Manager with events - Create marketing documents and materials - Help to coordinate online marketing tasks - Other marketing/event based assignments as neededQualifications: - Must be able to work onsite in Scottsdale, AZ - Should have or be working towards a degree - Demonstrate ability to multi-task - Possess writing and communication skills - Must be able to work between 10-30 hours a weekNote: We can be flexible with your schedule and can accommodate school credit needs.Job Type: Internship",marketing+intern,Marketing Intern,https://www.indeed.com/cmp/Blue-Anvil-Marketing/jobs/Marketing-Intern-133262e4fd1bff60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
181,,,,,,,,,,,,,,,,,,,Retail,Blue Nile,http://jobs.jobvite.com/careers/blue-nile/job/oNeQ4fwF?__jvst=Job%20Board&__jvsd=Indeed,"1 800-242-2728 THE SOURCE OF BRILLIANCE‰ã¢ Diamonds Engagement Rings Wedding Jewelry & Gifts Designers Education Home Current Openings Public Relations and Social Media Intern Public Relations and Social Media Intern Marketing Seattle, Washington Apply Description Blue Nile is looking for a passionate and talented Public Relations and Social Media Intern. The ideal candidate will be going into their junior or senior year of college, pursuing a degree in communications, public relations, or marketing. The position provides a fantastic opportunity for a dynamic, organized, and ambitious self-starter to gain hands-on experience working in the area of public relations and social media in a leading retail company.  Responsibilities: Assist with the creation of media lists and editorial calendars Participate in media/influencer outreach Support PR Manager with event coordination Assist with coverage monitoring, reporting, and tracking Contribute to social media content creation including editorial calendars, Snapchat stories, Pinterest, and blog ideation Assist with social media scheduling, monitoring and reporting Participate in social media advertising campaigns Contribute to overall brand initiatives including designer launches, special events, and campaigns Qualifications: Outstanding organizational skills and attention to detail Ability to be self-starting, proactive and have a willingness to take ownership of projects with minimal oversight Candidates must be going into their junior or senior year of college Pursuing a degree in communications, public relations, or marketing Familiarity with Facebook, Twitter, Instagram, Pinterest, Snapchat, Tumblr highly encouraged Basic proficiency in Excel, Word, PowerPoint preferred Apply Apply Later ‰  Back to Current Openings Share LinkedIn Facebook Twitter Email Track Your Order Exceeding Quality Expectations Special Offers and News: BLOG å© Blue Nile Inc. Updated Privacy Policy | Terms & Conditions | Site Map",marketing+intern,Public Relations and Social Media Intern,http://jobs.jobvite.com/careers/blue-nile/job/oNeQ4fwF?__jvst=Job%20Board&__jvsd=Indeed,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
86,,,,,,,,,,,,,,,,,,,Insurance,Blue Shield of California,https://bsc.taleo.net/careersection/bsc_external_career_section/jobdetail.ftl?job=12183&codes=IND15,"Welcome. You are not signed in. | My Account Options My Job Cart|Sign In Job Search My Jobpage Advanced Search | All Jobs Return to the home page Printable Format   Job Description  Marketing ‰ÛÒ Strategy and Innovation Summer Intern - 17001HT  Description  Opportunity:  Our 10-week Summer Internship Program is an ideal way for both undergrad and graduate students to gain real-life work experience while learning what a career at Blue Shield of California can offer. Interns work on real-world projects and initiatives while being immersed in all aspects of our business. From interacting with senior leadership to visiting a neighborhood health clinic, interns will build a better understanding of the diversity and complexities of working in the dynamic world of health insurance. Our goal is to build a talent pipeline that will help us grow our company into the future.  Below is some information on the project this intern will be working on:  This particular BSC intern will receive detailed healthcare industry experience including strategy and innovation, product knowledge, competitive insights and regulatory agency exposure. Hands on experience will be geared towards Market Share and Market Analysis that supports BSC‰Ûªs ACO Growth Strategy, Self-Funded market expansion, and target market segment initiatives. In addition, the candidate will have opportunities to manage smaller projects including competitor scorecards while also being introduced to a variety of cross-functional team members and leaders within the Markets organization.  Exposure to a variety of tools and resources will be offered including but not limited to advanced development of Excel skills, introduction to Tableau, an understanding and usage of BSC Databases that drives inputs into formal business presentations that offer context and a means for actionable decision making by BSC leaders. Also, this particular intern will be provided an overview of the California regulatory filings [CDI and DMHC] both financial and product to gauge a broader understanding of the National and California market place along with the importance of Accountable Care Organizations and relevance of the Consumer to the future state of healthcare. Additional exposure will include understanding of the BSC Market Segments and how they are and will be used to support our Brand Strategy.  Primary deliverables will be a Market Share analysis and competitive scorecards including quantitative and qualitative analysis for Markets and Senior Leadership. The output will be suitable for presentation to quarterly executive strategy sessions including the Operating Committee and BSC Board Meetings.  This position directly supports BSC‰Ûªs growth and Brand strategy with an emphasis on expanding our ACO and Self-Funded membership while effectively differentiating Blue Shield from our competitors.     Qualifications  Candidate Profile and Requirements:  ‰Û¢ Pursuing a Bachelor's degree in Business Administration, Marketing, Healthcare Management, or a related field from an accredited college/university ‰Û¢ Minimum 3.00 cumulative GPA ‰Û¢ Proficiency in MS Excel - Pivot tables, VLookUp and IF statements knowledge required ‰Û¢ Experience with databases ‰Û¢ Proficiency with Tableau required ‰Û¢ Self-directed and highly curious ‰Û¢ Qualitative and quantitative analysis capabilities  Compensation:    Blue Shield of California offers Summer Interns a competitive compensation package. Housing and relocation assistance is not available.   External hires must pass a background check/drug screen. Qualified applicants with arrest records and/or conviction records will be considered for employment in a manner consistent with Federal, State and local laws, including but not limited to the San Francisco Fair Chance Ordinance. All qualified applicants will receive consideration for employment without regards to race, color, religion, sex, national origin, sexual orientation, gender identity, protected veteran status or disability status and any other classification protected by Federal, State and local laws.  Job: Intern  Primary Location: United States of America-California-San Francisco  Organization: Markets  Schedule: Full-time  Job Posting: Feb 28, 2017, 5:01:04 PM       Blue Shield of California Homepage|Blue Shield of CA EEO Policy|Blue Shield of CA Privacy Policy|Technical Help å© Blue Shield of California 1999-2017. All rights reserved. Blue Shield of California is an independent member of the Blue Shield Association.",marketing+intern,Marketing & Strategy and Innovation Summer Intern,https://bsc.taleo.net/careersection/bsc_external_career_section/jobdetail.ftl?job=12183&codes=IND15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
128,,,,,,,,,,,,,,,,,,,Retail,Bluefly,http://jobs.jobvite.com/careers/bluefly/job/o4af4fwh?__jvst=Job%20Board&__jvsd=Indeed,"BLUEFLY CAREERS 2016-2017 ECOMMERCE MARKETING INTERN eCommerce New York, New York APPLY DUTIES AND RESPONSIBILITIES: Update HTML content for desktop and mobile Manage image files Enter updates in content management system and QA updates in staging environment Assist with building and managing special merchandising sorts  Assist with planning and briefing site content calendar  Qualifications and Requirements Experience coding in HTML Familiarity with web technologies, especially content management systems  Outstanding written and oral communication skills Creative problem-solving skills  Fast learner  Excellent computer skills, especially in Excel and Google Docs   APPLY ‰  Back to Current Openings SHARE LinkedIn Facebook Twitter Email SIMILAR JOBS 2016-2017 Marketing Intern Powered by Jobvite",marketing+intern,ECOMMERCE MARKETING INTERN,http://jobs.jobvite.com/careers/bluefly/job/o4af4fwh?__jvst=Job%20Board&__jvsd=Indeed,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
